 57.57374924  33.60278677  56.88170000  90.17982771  94.03111378
  7.04496074  55.40130000  20.85452200  75.20400000   1.31689100
 59.42100000  10.54160000  63.54350000   1.25768710   7.17889900
 74.20976000  41.44862854  65.92100000  34.05281500  52.74214690
 33.93329000  27.79030000  63.77624797  83.74200000  84.36227000
 34.63655820  65.58400000  88.83500000  10.76870000   5.55528800
 40.50155100  77.09650000  35.63800000  97.15200000  27.95318300
 22.17622440  94.46618900  55.54488190  72.12787000  67.63298806
 85.65710000  27.30204581  69.79177481  90.20332601  27.50378300
 50.81178800  55.84420000  46.89618220  57.09361872  71.31941000
 49.45392000  11.50039100  92.36400000  82.14794493  37.30700000
  3.53425000  38.86420000  11.04083000  17.62500000  75.22737900
 89.83032784  21.19231800   9.32807596  88.00165746  19.48726524
 68.62290000  98.45800000  79.69810000  44.78530000  29.20439648
 89.18420000  63.98100000  72.18375900  98.47663600  57.87961750
 29.15217200  56.05374600  94.75622820  79.16447066   5.80345458
 46.02444700  93.96443000  84.33327950  63.90400000  73.64206000
  1.27942000  74.63860600  89.89984750  45.61541917  49.71778000
 78.80461900  16.83500000  42.76104000  90.67500000  94.41282400
 50.06900000  48.91732000  75.65795000  57.07109480  56.70639270
  3.83389740  18.52207000  99.97827764  81.28531400  93.93690600
 28.89096250  36.49336596  32.37425000  12.88890100  47.91600000
 28.90400000  26.82820000  13.80523000  51.67898230  30.16724000
 44.06485300  87.57423100  37.73582700   3.38760992  33.13300000
 11.70400000  24.78429960  73.94700000  44.74580000  29.32500000
 63.54814200  44.46570000   2.97540000   2.17019035  59.44020000
 32.09193616  49.67505470   5.14691000   1.76224356  14.37550000
  5.01340000  96.41104890  70.92392871  80.69441340  48.69368000
 97.83482826  31.66700000  88.20939500  32.42905600  43.65358720
 59.58959370  81.66750000  22.59743500  10.31801000  27.54265000
 38.86210000  81.21278210  63.56298200  31.25592336  41.32001400
 45.51130000  84.38253900  39.78619400   7.20564000  27.86500000
 55.48708590  11.00731630  47.87966390  16.08587736  21.14366000
  3.38949000  39.49193900   4.34908390  77.19065000  84.37800000
 27.56894000  28.74100000  39.19900000  69.98493000  54.61561000
 50.25420200  74.17900000  91.45991000  86.90613377  97.04067357
 42.01444699  89.02240000  32.83429200  15.60908076  57.29944000
 27.38300000  57.72900000  50.95884800   4.30933153  41.10114000
 47.69843667  56.40998900  66.75131190  26.84400000  30.18700000
 75.34200000  98.84693178   3.51351268  74.56034800  67.58807000
 38.47520000  74.73500000   8.71939000  24.74700000   3.54566000
 35.42400000  71.56204040  19.92800000  39.01872000  45.68412598
 96.42370000   9.72446400   8.52140000  39.65170800  99.00300000
 70.95400000  89.12296130  27.40389700  89.69121000   8.60938100
 48.46804200  47.96510000  79.38819917  18.75649086  56.97200000
 40.18190000  95.32390031   1.17469070  98.85516000  50.31810000
 13.29850000  57.81799862  98.09340000  59.67246930  49.79900000
 42.03570000  48.88867243  16.15040000  12.19300000  64.13354450
 55.67400000  23.31679000  85.74737000  47.05500000  99.78705000
