   031.29291,     000000046.45,      006.366885,      93.5926161,00068.1056
  87.18518,    047.700682,  00000020.853,   00065.8108,87.4731414
      91.8508572,     000044.542,   00010.64379,      33.91913516,     042.2936
    000000068.89,      035.7006059,  86.62228964,    00002.268025,   99.013817
   0071.1439,  00013.977,   017.41953,   039.351667,     008.54579
  0000036.0301,  00019.734052, 59.83144306,   0000071.496, 000026.1927
00016.041579,     38.78890755,   56.00933991,     031.21903,   0094.107303
      80.16541919, 18.8931932,    000094.51687,   027.138544,    000048.128
     82.09319144,  65.47451,    40.7617481, 023.17067803,  000089.43571
      33.4659733,  00041.538,     030.70798231,   2.385518508,    000063.9303
     0075.361,    0074.6700979,      81.87052677,  079.568246,    0098.2667136
     0000093.643,      000077.31008,      0085.1474059,      0000029.9266,73.29169646
  13.1104372,2.11432766,      0086.08105,     000080.3766,00033.6814
     55.124162,    0089.30365,     009.8111,  0032.439028,050.3449903
      000049.16216,      00018.2944, 0024.449,     00086.127,      000034.006
      000088.6572,      089.57002,90.47548634,    00005.31845,     41.544577
  000033.7973,    04.02172328,  27.81599262,     60.7649452,  0056.25424
      00000037.352,     00056.691549,0000028.074,     40.453876,    46.529797
   098.7942366,    0000000048.2,      54.33582555,47.71835291,     000016.63117
 085.2473744,  4.882601851,   0052.2484376,   00022.207954,     064.692795
 0097.772462, 28.73911,     0.5788077573,  000036.479,    073.657021
0055.285648,    053.6883,    88.22395,      0052.091355,86.81352
    00078.151723,   74.295984,086.99714082,     0005.7387339,14.637392
3.72879334,     45.65887651,   48.32095618,    00099.082777, 00024.01329
07.686995,  46.51561025,0.506349461, 00088.32081,     00000058
  61.54687925, 000034.6944,  0000068.3374,     0073.42063,   73.5785045
     000094.936,    024.5029,  0096.6955197, 54.783523, 0017.490053
  0050.4008,00037.007,047.0013865,     83.42067632,      0000080.154
     48.02696,  2.031281901,     063.31914938,  98.7558739,055.746421
 030.47924669,69.895764,  016.9726,   000014.9846,  74.31834154
      0024.9376,0097.007683,   0000085.065,   0071.07053,    00001.189138
      00019.68822,      00000068.17,08.82383568,  00045.8458, 0049.449
81.309884,     083.9492235,  060.2715,      00032.384,    000046.683
0045.321874, 000076.318,     0021.554227, 10.2789187, 00003.976
    99.5002629,0068.80744,66.9105296,      00073.264631,      08.9187336
 0001.8287,    96.5547781,     68.33370558,    31.73207082,      026.53855204
  000014.4791,    09.0424431, 00048.990403,    57.6240759,      00073.99
004.83499357,  000035.7574,      0000059.5944,  89.360336,  000091.051
00002.4884,      00034.342, 75.60004358,66.2884352,    7.78008167
61.8023894,   00070.4686,  00023.848418,     29.6079855,   000059.69203
 065.1934,   00008.06478, 0000098.14,     00096.0849,75.44964
0024.1267,     55.61817794,   0090.377,  0000057.231,      00090.372
    0000062.9963,32.132948,  0000033.1851,     75.431451,15.389335
     0049.965854,   39.10596514,     000049.1345,     000005.7786,  064.4904021
     074.25468916,      96.8925137,  0000023.374,      00000021.434,     09.968731204
    87.462507, 2.99017148,     00023.291042,  00028.01822,     0048.3788
  000025.53148, 1.91905127,   31.28811523, 00000099.609,      1.83023997
     84.99328176,  000037.21887, 0097.971,  81.55283,00016.725529
     0000044.9013,  0057.005248,    0048.886,    21.07237576,  32.339989
      58.95105336,  57.7515353, 000050.4377,003.954828,      00097.706
     97.17282502,84.15037298,  000038.32703,80.26976397,      000041.379
0093.93459,      06.737524006,   7.2190288,   038.522523,78.93168599
    00085.51797,      45.980213,  059.7368,   0032.9817303,     11.2149868
   64.151623,      0000064.1456,   44.43902,  000023.39817,  0000082.7769
  065.7713,   00098.374607,   44.88491366, 15.66455208,     000071.033
 022.09774,      00016.928183,      000038.8842,    0088.7059,  008.877782
   84.63169419, 03.62353,     0019.1910903,      098.2668334, 12.5212881
      57.13491242,000027.8897, 81.754525,04.422577, 87.29740186
   73.3772995,     85.68994,   5.108382554,     24.2407693,  039.516126
     058.780835, 50.3596108, 020.4339113,0000072.2056, 00046.98788
     000076.34933,  00000043.979,058.4178,      0056.8419,   00000044.324
     53.673816, 00082.75,089.29684442,    0038.47002,  88.93178707
00057.95809,00041.769796, 18.61378063,   0096.3537,   00075.4353
    82.9351915,     00076.663,    052.1142662, 00058.448134,    0088.55442
    000021.34852,     25.6538699,   0000012.7285, 74.19909262,   0060.859
      056.474819,    0000009.2926, 82.43319847,  081.2624822, 025.6422426
    0027.3755864,   5.0149221, 00000011.173,22.88764766,45.79438192
    0072.5023, 00026.440886,   38.94766181,  00000027.382,  000053.7771
   57.5374533,    0003.41002,  78.12670578,   0027.4065,      000035.5971
 0000091.199,      00062.64813,     0066.6627044,    00000014.266, 000058.163
  0000030.6813,     0019.4096229,     64.004395,      0002.5578,    00000037.794
     000017.024,   19.31599866,     39.767973, 00000067.882,      60.6001339
      085.3752,     0045.60543,   65.923426,  35.9218953, 087.0627
   000072.1886, 51.4940873,  00049.10538,      012.255291,050.8831623
51.0094528,  60.447211, 000029.32667, 097.10365,    0007.9325651
 77.164479,   0026.81391, 000009.37803,43.863459,    060.467738
 00062.7048,  016.008208, 000080.2419,  00083.853,  39.5345795
    0020.674,  00004.5565,      00053.412366,  74.520725,   00056.219649
     0035.3864236,      042.7701372,023.2594,   79.96968783,4.895890375
     0097.8881326,    57.7293855,      48.88270316,  00000018.515,00086.67614
 48.23328999, 00.611792481,  019.0319,      000018.442,   92.03559974
      00036.237769,    010.84987816,  51.80547,    88.7771357, 52.511405
   0007.831777,  040.58364966,  0008.5131,    0096.352314,  00065.886
 080.889168,    0042.121484, 63.02549,088.66456262, 000026.87157
     0076.1043, 66.38717,      0000030.0985, 62.614663,  055.68353
     11.2640116,   0000008.0751,    00000072.437,   00034.928,12.9696815
    32.673132,0000026.1908,   000005.45705,  0079.2571,   26.0432434
00066.67934,032.53311714,000025.31269, 97.523393,     00030.843667
    75.277972,   000080.27,    063.21432,  00020.44679,  00000091.69
0004.4043092,    084.37689131,  000025.1663,     0076.4042901,    076.91474424
14.74492958,     0039.4673069,      0017.09332,   00066.697986,      0060.852725
   000000035.59,     097.08052,      89.67481639, 000051.7656,      065.68179
   03.806617114,  0000030.0072,    58.8609906,    00044.2733,   000051.35838
     0082.4822, 000059.232,  086.091567, 00025.8713, 15.1941319
      0044.530217,   57.71741428, 00091.437982,  73.80650177,      88.3691516
62.856267,      0000031.133,00083.37179,   012.18606,      086.812469
      00078.29542,    00082.78256,     00051.88948,      080.7511848, 0033.5847
     00000078.963,     0034.9178088, 4.69518374,  55.94521532,7.4222795
      094.04028,    60.277059,0073.69971,0010.318992, 0000053.1178
   0000010.386,0069.5336027, 0087.024295,      000015.7433,  18.83056033
